step,train_loss_step,epoch,val_loss,train_loss_epoch
49,0.6882527470588684,0,,
99,0.1739141345024109,0,,
149,0.09502813965082169,0,,
199,0.07233912497758865,0,,
249,0.16408784687519073,0,,
299,0.07588323205709457,0,,
349,0.06416791677474976,0,,
399,0.08411262929439545,0,,
449,0.09520898014307022,0,,
499,0.07438525557518005,0,,
549,0.06173867732286453,0,,
599,0.06776367127895355,0,,
649,0.06680475920438766,0,,
699,0.08160057663917542,0,,
749,0.06980157643556595,0,,
799,0.06623926758766174,0,,
849,0.06617920100688934,0,,
899,0.05684112384915352,0,,
949,0.07690155506134033,0,,
999,0.0595286525785923,0,,
1049,0.05258552357554436,0,,
1099,0.06000189483165741,0,,
1149,0.04781663790345192,0,,
1199,0.05865812301635742,0,,
1249,0.04247904568910599,0,,
1299,0.03659512847661972,0,,
1349,0.026605991646647453,0,,
1399,0.016921717673540115,0,,
1449,0.021427810192108154,0,,
1499,0.010300321504473686,0,,
1549,0.01252977829426527,0,,
1599,0.011573001742362976,0,,
1649,0.014045380055904388,0,,
1699,0.008997748605906963,0,,
1749,0.014749066904187202,0,,
1799,0.017428528517484665,0,,
1849,0.011111060157418251,0,,
1899,0.009988839738070965,0,,
1949,0.010484057478606701,0,,
1999,0.008965215645730495,0,,
2049,0.01882047951221466,0,,
2099,0.011529386043548584,0,,
2149,0.016087763011455536,0,,
2199,0.011443834751844406,0,,
2249,0.012298708781599998,0,,
2299,0.009960159659385681,0,,
2349,0.010320876725018024,0,,
2399,0.009488057345151901,0,,
2449,0.012449463829398155,0,,
2499,0.00769968843087554,0,,
2549,0.009138429537415504,0,,
2599,0.009395340457558632,0,,
2649,0.0093260882422328,0,,
2699,0.009136930108070374,0,,
2749,0.009326852858066559,0,,
2799,0.009574363008141518,0,,
2849,0.009613902308046818,0,,
2899,0.019257348030805588,0,,
2949,0.011888399720191956,0,,
2999,0.012532312422990799,0,,
3049,0.009110938757658005,0,,
3099,0.0104624442756176,0,,
3149,0.013511201366782188,0,,
3199,0.009787527844309807,0,,
3249,0.008511332795023918,0,,
3299,0.010288935154676437,0,,
3349,0.009705121628940105,0,,
3399,0.011337103322148323,0,,
3449,0.018716763705015182,0,,
3499,0.009918779134750366,0,,
3549,0.012099629268050194,0,,
3599,0.010030128061771393,0,,
3649,0.012289091013371944,0,,
3699,0.013428018428385258,0,,
3749,0.010026606731116772,0,,
3799,0.011704478412866592,0,,
3849,0.013800365850329399,0,,
3899,0.011600816622376442,0,,
3949,0.011222906410694122,0,,
3999,0.008249588310718536,0,,
3999,,0,0.010643133893609047,
3999,,0,,0.0438799150288105
4049,0.008088255301117897,1,,
4099,0.015715843066573143,1,,
4149,0.011035976931452751,1,,
4199,0.013872036710381508,1,,
4249,0.012083449400961399,1,,
4299,0.009711343795061111,1,,
4349,0.011026973836123943,1,,
4399,0.007567832246422768,1,,
4449,0.00826812069863081,1,,
4499,0.01626596227288246,1,,
4549,0.007203778717666864,1,,
4599,0.010621615685522556,1,,
4649,0.008631532080471516,1,,
4699,0.007325745187699795,1,,
4749,0.012852141633629799,1,,
4799,0.012917551212012768,1,,
4849,0.011186715215444565,1,,
4899,0.01370104867964983,1,,
4949,0.007844217121601105,1,,
4999,0.012253766879439354,1,,
5049,0.009226419031620026,1,,
5099,0.009131915867328644,1,,
5149,0.012082530185580254,1,,
5199,0.014786209911108017,1,,
5249,0.011395452544093132,1,,
5299,0.01141758169978857,1,,
5349,0.009462937712669373,1,,
5399,0.014670232310891151,1,,
5449,0.01085641048848629,1,,
5499,0.009645978920161724,1,,
5549,0.014168091118335724,1,,
5599,0.007459697313606739,1,,
5649,0.009830944240093231,1,,
5699,0.006806613877415657,1,,
5749,0.008884960785508156,1,,
5799,0.01245427131652832,1,,
5849,0.00848427228629589,1,,
5899,0.013185983523726463,1,,
5949,0.008539019152522087,1,,
5999,0.010856164619326591,1,,
6049,0.008999507874250412,1,,
6099,0.008470519445836544,1,,
6149,0.00904134288430214,1,,
6199,0.009270484559237957,1,,
6249,0.008034760132431984,1,,
6299,0.009838655591011047,1,,
6349,0.01025446318089962,1,,
6399,0.00817016325891018,1,,
6449,0.008757181465625763,1,,
6499,0.008162115700542927,1,,
6549,0.00839922484010458,1,,
6599,0.008353007026016712,1,,
6649,0.013650743290781975,1,,
6699,0.010234789922833443,1,,
6749,0.012209221720695496,1,,
6799,0.009319903329014778,1,,
6849,0.008333547040820122,1,,
6899,0.007837878540158272,1,,
6949,0.008002346381545067,1,,
6999,0.012518146075308323,1,,
7049,0.016073260456323624,1,,
7099,0.007603746373206377,1,,
7149,0.007881306111812592,1,,
7199,0.011247132904827595,1,,
7249,0.008887112140655518,1,,
7299,0.007636337075382471,1,,
7349,0.011013830080628395,1,,
7399,0.009748612530529499,1,,
7449,0.011191175319254398,1,,
7499,0.009638490155339241,1,,
7549,0.006803012453019619,1,,
7599,0.009103738702833652,1,,
7649,0.0074160536751151085,1,,
7699,0.010006994009017944,1,,
7749,0.007293560542166233,1,,
7799,0.007006538100540638,1,,
7849,0.011241148225963116,1,,
7899,0.01571178250014782,1,,
7949,0.009447993710637093,1,,
7999,0.007935977540910244,1,,
7999,,1,0.010317884385585785,
7999,,1,,0.010353079065680504
8049,0.007284567225724459,2,,
8099,0.0062154619954526424,2,,
8149,0.007290303707122803,2,,
8199,0.008152411319315434,2,,
8249,0.008060794323682785,2,,
8299,0.009556947275996208,2,,
8349,0.006238141097128391,2,,
8399,0.007424577139317989,2,,
8449,0.006543297320604324,2,,
8499,0.005887378007173538,2,,
8549,0.007562217768281698,2,,
8599,0.009927820414304733,2,,
8649,0.0077779050916433334,2,,
8699,0.006972422823309898,2,,
8749,0.005649656057357788,2,,
8799,0.005975667387247086,2,,
8849,0.006041232496500015,2,,
8899,0.0067953006364405155,2,,
8949,0.0072174519300460815,2,,
8999,0.008496599271893501,2,,
9049,0.019086886197328568,2,,
9099,0.45450228452682495,2,,
9149,0.14706529676914215,2,,
9199,0.08236265182495117,2,,
9249,0.05523398146033287,2,,
9299,0.061255551874637604,2,,
9349,0.04332663491368294,2,,
9399,0.0514492392539978,2,,
9449,0.048704516142606735,2,,
9499,0.0456945076584816,2,,
9549,0.04159236699342728,2,,
9599,0.04402570426464081,2,,
9649,0.04307764768600464,2,,
9699,0.03680964559316635,2,,
9749,0.050240691751241684,2,,
9799,0.0389271154999733,2,,
9849,0.04629061371088028,2,,
9899,0.039440449327230453,2,,
9949,0.0355856753885746,2,,
9999,0.03969157859683037,2,,
10049,0.03312357887625694,2,,
10099,0.03817883878946304,2,,
10149,0.04136345162987709,2,,
10199,0.03625612333416939,2,,
10249,0.02697082981467247,2,,
10299,0.031018918380141258,2,,
10349,0.027879899367690086,2,,
10399,0.02442498691380024,2,,
10449,0.03242607042193413,2,,
10499,0.024278685450553894,2,,
10549,0.026973456144332886,2,,
10599,0.02529260516166687,2,,
10649,0.02725270576775074,2,,
10699,0.02216784656047821,2,,
10749,0.020252775400877,2,,
10799,0.021401422098279,2,,
10849,0.023642923682928085,2,,
10899,0.018036985769867897,2,,
10949,0.02286551520228386,2,,
10999,0.025522373616695404,2,,
11049,0.022716455161571503,2,,
11099,0.01885095238685608,2,,
11149,0.025371229276061058,2,,
11199,0.02331501618027687,2,,
11249,0.027676239609718323,2,,
11299,0.01917652040719986,2,,
11349,0.02043834514915943,2,,
11399,0.021204330027103424,2,,
11449,0.01869843155145645,2,,
11499,0.018038969486951828,2,,
11549,0.027607759460806847,2,,
11599,0.026339514181017876,2,,
11649,0.024527693167328835,2,,
11699,0.025481874123215675,2,,
11749,0.01766192726790905,2,,
11799,0.021440040320158005,2,,
11849,0.01920735463500023,2,,
11899,0.01995633915066719,2,,
11949,0.017955027520656586,2,,
11999,0.02075786143541336,2,,
11999,,2,0.02032391168177128,
11999,,2,,0.06070684641599655
12049,0.026021236553788185,3,,
12099,0.02591514401137829,3,,
12149,0.024290718138217926,3,,
12199,0.02032308280467987,3,,
12249,0.01587125100195408,3,,
12299,0.020358430221676826,3,,
12349,0.022006992250680923,3,,
12399,0.019778501242399216,3,,
12449,0.02094229683279991,3,,
12499,0.01833953894674778,3,,
12549,0.02688390202820301,3,,
12599,0.01755964569747448,3,,
12649,0.017416536808013916,3,,
12699,0.018470359966158867,3,,
12749,0.015530404634773731,3,,
12799,0.012069078162312508,3,,
12849,0.011640101671218872,3,,
12899,0.015923477709293365,3,,
12949,0.012661426328122616,3,,
12999,0.009488657116889954,3,,
13049,0.014683042652904987,3,,
13099,0.009164748713374138,3,,
13149,0.00863987859338522,3,,
13199,0.01209028996527195,3,,
13249,0.010205389000475407,3,,
13299,0.009459543973207474,3,,
13349,0.00675552524626255,3,,
13399,0.008703545667231083,3,,
13449,0.007962607778608799,3,,
13499,0.008890152908861637,3,,
13549,0.009111406281590462,3,,
13599,0.007018164731562138,3,,
13649,0.009500782936811447,3,,
13699,0.008534722961485386,3,,
